No,Name,Types,LULC,Locality,X,Y,State,District,Year,Source,Evolution of Landslide,Landslide Activity,Soil Texture,Erosion Type,Predominants Soil Constituents,Lithology,Type of Movement,Weathering Grade,Height_m,Width_m,Length_m,Date,Time,Morphology,Vegetation Density,Vegetation Type,Soil Type,Geodynamic Features,Degree of Development,Site Condition,State of Wetness,Source of Water,Area Drainage,Structures at Risk,Corrective Measures,Probable Cause of Landslide
113,Placemark 266,Landslides,Forest,Roadside,763550.245,495789.4355,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.6,6.8,11.8,26/07/2022,11:32:02,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
114,Placemark 267,Landslides,Forest,Roadside,763526.8165,495815.6845,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Rotational,VI,27,8.5,27,26/07/2022,11:36:12,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
115,Placemark 268,Landslides,Forest,Roadside,763555.318,495853.8832,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Light clay,Rill,"Clay, Sand",Granite,Translational,VI,12.4,8.8,16.6,26/07/2022,11:40:50,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
116,Placemark 269,Landslides,Forest,Roadside,763553.7108,495912.2798,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,5,3.3,3.4,26/07/2022,11:44:46,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",None,Roads,Stone pitch wall,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
117,Placemark 27,Landslides,Urban,Roadside,766714.5549,492531.5862,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.4,7.9,12,08/07/2022,14:21:27,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
118,Placemark 270,Landslides,Forest,Roadside,763406.1224,495959.3158,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,3.5,4.8,6,26/07/2022,12:07:36,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",None,Roads,Stone pitch wall,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
119,Placemark 271,Landslides,Urban,Roadside,763412.746,495983.4884,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.7,5.9,10.6,26/07/2022,12:10:13,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Gabion wall,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
120,Placemark 272,Landslides,Urban,Roadside,763419.9003,496013.1566,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,23,15.1,27.6,26/07/2022,12:15:23,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Gabion wall,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
121,Placemark 274,Landslides,Forest,Roadside,763618.5801,496070.7178,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.4,8.9,12.3,26/07/2022,12:25:25,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
122,Placemark 275,Landslides,Forest,Forest Area,767788.5785,503798.0695,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,15,16.4,16.6,28/07/2022,16:08:33,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
123,Placemark 276,Landslides,Forest,Forest Area,768191.4538,503863.121,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Stabilised,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,20.9,18.6,19.1,28/07/2022,16:24:14,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
124,Placemark 277,Landslides,Agriculture,Development Area,768189.5673,503969.6625,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Stabilised,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,13.7,11.7,18.1,28/07/2022,16:26:59,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
125,Placemark 28,Landslides,Urban,Development Area,766408.9823,492746.3239,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,08/07/2022,14:38:32,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
126,Placemark 280,Landslides,Urban,Off Road,768054.4999,503895.4123,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Stabilised,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,9.5,7.3,12.1,28/07/2022,16:36:18,Flat,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
127,Placemark 281,Landslides,Agriculture,Off Road,768035.4593,503858.5609,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Stabilised,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,13.5,14.5,19.9,28/07/2022,16:38:44,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
128,Placemark 283,Landslides,Urban,Open Area,767021.5977,503984.2102,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,28/07/2022,16:52:30,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
129,Placemark 284,Landslides,Agriculture,Off Road,766714.1466,503723.2005,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,1,8.6,8.7,28/07/2022,17:01:17,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
130,Placemark 285,Landslides,Forest,Off Road,767091.7669,503887.5163,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,9,4.4,10.1,28/07/2022,17:09:03,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Offroads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
131,Placemark 286,Landslides,Agriculture,Off Road,767330.4929,503478.8735,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,2.1,6.6,7,28/07/2022,17:19:56,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
132,Placemark 288,Landslides,Urban,Development Area,767334.9326,503527.5188,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,28/07/2022,17:23:12,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
133,Placemark 289,Landslides,Agriculture,Off Road,766746.7363,503351.9645,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.6,6.8,11.8,28/07/2022,17:30:21,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
134,Placemark 29,Landslides,Forest,Off Road,766657.0952,492640.2237,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Unknown,Sheet,None,Granite,Translational,VI,0,0,0,08/07/2022,14:47:08,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
135,Placemark 290,Landslides,Agriculture,Agricultural Area,766843.4304,503366.9092,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,11.1,14.9,9.8,28/07/2022,17:39:04,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
136,Placemark 292,Landslides,Agriculture,Agricultural Area,767017.4878,503373.6528,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,28/07/2022,17:46:27,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
137,Placemark 296,Landslides,Agriculture,Agricultural Area,767568.998,503171.7503,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Unknown,Rill,None,Granite,Translational,VI,0,0,0,28/07/2022,18:02:32,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
138,Placemark 298,Landslides,Agriculture,Roadside,768146.5746,502891.008,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,58.2,79.5,98.6,28/07/2022,18:10:55,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Soil nail,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
139,Placemark 3,Landslides,Urban,Roadside,762612.7988,493777.072,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Clay loam,Sheet,"Clay, Silt",Granite,Translational,VI,8.3,8.5,10.5,05/07/2022,15:43:49,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
140,Placemark 30,Landslides,Forest,Roadside,766504.4789,492496.4438,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Sheet,"Clay, Sand",Granite,Translational,IV,8,12.4,10.1,08/07/2022,14:54:26,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
141,Placemark 300,Landslides,Urban,Development Area,766991.2879,505230.7622,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,29/07/2022,12:43:17,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
142,Placemark 301,Landslides,Urban,Off Road,766355.4754,505344.2549,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,53.8,8.7,54,29/07/2022,13:22:26,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
143,Placemark 303,Landslides,Urban,Development Area (Agriculture),766213.0045,505766.4563,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,29/07/2022,13:45:37,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
144,Placemark 304,Landslides,Urban,Off Road,766539.6807,505345.6412,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,23,15.1,27.6,29/07/2022,13:51:22,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
145,Placemark 306,Landslides,Urban,Development Area (Agriculture),766785.2562,505358.3342,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,14:00:11,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
146,Placemark 308,Landslides,Urban,Near Building,767494.3849,505623.8602,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,1.6,42.1,3,29/07/2022,14:09:07,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
147,Placemark 31,Landslides,Agriculture,Agricultural Area,766242.8755,492586.1285,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Fall,VI,0,0,0,08/07/2022,14:57:11,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
148,Placemark 310,Landslides,Urban,Open Area,769965.4879,508178.1693,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,8.4,8.9,12.3,29/07/2022,14:33:35,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
149,Placemark 311,Landslides,Urban,Roadside,769159.2966,502317.2736,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,23,22,25.1,29/07/2022,14:56:43,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
150,Placemark 312,Landslides,Urban,Development Area (Agriculture),768601.9822,507731.6315,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:01:06,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
151,Placemark 314,Landslides,Agrculture,Agricultural Area,768077.3314,506867.4745,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:08:09,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
152,Placemark 315,Landslides,Forest,Development Area (Agriculture),768351.0209,506852.2427,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:10:33,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
153,Placemark 316,Landslides,Urban,Development Area (Agriculture),769246.9011,506924.0846,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:13:59,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
154,Placemark 317,Landslides,Urban,Development Area (Agriculture),768651.6915,507504.3258,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:16:38,Flat,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
155,Placemark 319,Landslides,Forest,Forest Area,767992.879,506891.7049,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:29:11,Flat,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
156,Placemark 321,Landslides,Forest,Forest Area,767129.7088,507390.4647,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,15:58:21,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
157,Placemark 323,Landslides,Urban,Development Area (Agriculture),764508.1367,506141.3053,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,29/07/2022,16:12:38,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
158,Placemark 325,Landslides,Urban,Roadside,763710.0139,506700.6263,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,16:20:27,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
159,Placemark 327,Landslides,Urban,Development Area (Agriculture),764080.4405,506352.559,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,29/07/2022,16:43:43,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
160,Placemark 329,Landslides,Forest,Forest Area,768648.1941,503179.3984,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,15:40:33,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
161,Placemark 33,Landslides,Forest,Forest Area,766361.8797,492548.4514,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,08/07/2022,15:10:15,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
162,Placemark 331,Landslides,Urban,Near Building,768458.4119,502778.2809,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,15:46:04,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
163,Placemark 333,Landslides,Urban,Near Building,767721.5878,505736.7392,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,13.5,14.5,19.9,30/07/2022,16:22:23,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
164,Placemark 335,Landslides,Urban,Development Area (Agriculture),767942.657,504818.3547,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,16:30:21,Flat,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
165,Placemark 337,Landslides,Forest,Forest Area,767911.7358,505972.6232,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,16:39:05,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
166,Placemark 338,Landslides,Urban,Open Area,767885.0208,506992.6148,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,30.2,34.3,34.4,30/07/2022,17:29:24,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
167,Placemark 34,Landslides,Urban,Roadside,766444.4468,492487.8114,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy clay,Sheet,"Sand, Clay",Granite,Translational,VI,3.5,7.3,5,08/07/2022,15:12:28,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
168,Placemark 340,Landslides,Forest,Forest Area,766244.414,507187.1111,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,17:41:09,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
169,Placemark 342,Landslides,Forest,Forest Area,766174.6577,507121.3246,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,30/07/2022,17:44:56,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
170,Placemark 344,Landslides,Urban,Roadside,764751.4297,506680.1914,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Unknown,Rill,None,Granite,Fall,VI,0,0,0,30/07/2022,17:56:37,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
